IP地址,端口,TLS,数据中心,地区,城市,网络延迟(毫秒),下载速度(MB/s)
45.131.211.222,443,true,LAX,North America,Los Angeles,255,3.70
45.131.208.129,443,true,LAX,North America,Los Angeles,164,3.69
45.202.113.137,443,true,LAX,North America,Los Angeles,189,3.69
5.10.244.204,443,true,LAX,North America,Los Angeles,165,3.69
45.131.208.16,443,true,LAX,North America,Los Angeles,174,3.69
5.10.244.83,443,true,LAX,North America,Los Angeles,184,3.68
45.131.210.24,443,true,LAX,North America,Los Angeles,166,3.68
5.10.247.23,443,true,LAX,North America,Los Angeles,193,3.67
45.202.113.112,443,true,LAX,North America,Los Angeles,189,3.67
45.131.209.254,443,true,LAX,North America,Los Angeles,177,3.67
45.202.113.151,443,true,LAX,North America,Los Angeles,175,3.67
45.131.208.159,443,true,LAX,North America,Los Angeles,179,3.66
5.10.247.69,443,true,LAX,North America,Los Angeles,186,3.66
135.84.72.42,443,true,LAX,North America,Los Angeles,191,3.66
5.10.244.105,443,true,LAX,North America,Los Angeles,179,3.65
108.162.194.86,443,true,LAX,North America,Los Angeles,172,3.65
45.202.113.140,443,true,LAX,North America,Los Angeles,177,3.64
44.31.62.2,443,true,SJC,North America,San Jose,177,3.64
5.10.247.37,443,true,LAX,North America,Los Angeles,225,3.63
5.10.245.13,443,true,LAX,North America,Los Angeles,181,3.63
5.10.244.120,443,true,LAX,North America,Los Angeles,180,3.63
45.131.211.148,443,true,LAX,North America,Los Angeles,187,3.63
5.10.246.59,443,true,LAX,North America,Los Angeles,179,3.62
5.10.247.74,443,true,LAX,North America,Los Angeles,169,3.62
5.10.244.50,443,true,LAX,North America,Los Angeles,251,3.62
5.10.244.89,443,true,LAX,North America,Los Angeles,181,3.62
5.10.244.240,443,true,LAX,North America,Los Angeles,184,3.61
45.131.210.187,443,true,LAX,North America,Los Angeles,249,3.61
108.162.194.52,443,true,LAX,North America,Los Angeles,1194,3.61
108.162.194.40,443,true,LAX,North America,Los Angeles,184,3.61
45.131.211.22,443,true,LAX,North America,Los Angeles,174,3.60
5.10.244.68,443,true,LAX,North America,Los Angeles,185,3.60
45.131.209.167,443,true,LAX,North America,Los Angeles,184,3.60
5.10.246.242,443,true,LAX,North America,Los Angeles,172,3.60
5.10.246.8,443,true,LAX,North America,Los Angeles,180,3.59
108.162.194.84,443,true,LAX,North America,Los Angeles,185,3.59
31.12.75.191,443,true,LAX,North America,Los Angeles,185,3.59
5.10.244.29,443,true,LAX,North America,Los Angeles,176,3.58
5.10.247.62,443,true,LAX,North America,Los Angeles,177,3.58
45.131.209.16,443,true,LAX,North America,Los Angeles,173,3.57
5.10.244.200,443,true,LAX,North America,Los Angeles,175,3.57
5.10.245.251,443,true,LAX,North America,Los Angeles,172,3.57
5.10.246.198,443,true,LAX,North America,Los Angeles,191,3.57
31.12.75.29,443,true,LAX,North America,Los Angeles,184,3.57
5.10.244.3,443,true,LAX,North America,Los Angeles,175,3.57
45.131.208.133,443,true,LAX,North America,Los Angeles,182,3.57
45.131.209.215,443,true,LAX,North America,Los Angeles,252,3.57
45.131.209.148,443,true,LAX,North America,Los Angeles,185,3.57
108.162.194.153,443,true,LAX,North America,Los Angeles,185,3.56
45.131.208.185,443,true,LAX,North America,Los Angeles,181,3.56
5.10.246.37,443,true,LAX,North America,Los Angeles,191,3.56
45.202.113.87,443,true,LAX,North America,Los Angeles,186,3.56
45.131.211.23,443,true,LAX,North America,Los Angeles,183,3.56
135.84.74.209,443,true,LAX,North America,Los Angeles,182,3.55
5.10.246.210,443,true,LAX,North America,Los Angeles,182,3.55
5.10.245.3,443,true,LAX,North America,Los Angeles,183,3.55
5.10.244.187,443,true,LAX,North America,Los Angeles,187,3.55
45.131.210.41,443,true,LAX,North America,Los Angeles,173,3.55
31.12.75.150,443,true,LAX,North America,Los Angeles,178,3.55
135.84.67.37,443,true,LAX,North America,Los Angeles,174,3.55
5.10.246.83,443,true,LAX,North America,Los Angeles,181,3.55
45.131.209.29,443,true,LAX,North America,Los Angeles,179,3.54
45.131.210.244,443,true,LAX,North America,Los Angeles,179,3.54
5.10.244.100,443,true,LAX,North America,Los Angeles,173,3.54
5.10.247.41,443,true,LAX,North America,Los Angeles,213,3.54
108.162.194.19,443,true,LAX,North America,Los Angeles,261,3.54
108.162.194.67,443,true,LAX,North America,Los Angeles,188,3.54
108.162.194.124,443,true,LAX,North America,Los Angeles,167,3.53
130.250.137.227,443,true,LAX,North America,Los Angeles,183,3.53
5.10.245.149,443,true,LAX,North America,Los Angeles,179,3.53
45.202.113.207,443,true,LAX,North America,Los Angeles,190,3.53
108.162.194.229,443,true,LAX,North America,Los Angeles,180,3.53
45.131.209.243,443,true,LAX,North America,Los Angeles,181,3.53
45.202.113.188,443,true,LAX,North America,Los Angeles,182,3.53
5.10.245.14,443,true,LAX,North America,Los Angeles,183,3.52
5.10.246.145,443,true,LAX,North America,Los Angeles,183,3.52
45.202.113.126,443,true,LAX,North America,Los Angeles,179,3.52
31.12.75.152,443,true,LAX,North America,Los Angeles,181,3.52
31.12.75.105,443,true,LAX,North America,Los Angeles,179,3.52
5.10.244.66,443,true,LAX,North America,Los Angeles,188,3.52
5.10.244.41,443,true,LAX,North America,Los Angeles,182,3.51
5.10.247.46,443,true,LAX,North America,Los Angeles,209,3.51
5.10.245.22,443,true,LAX,North America,Los Angeles,173,3.51
45.202.113.82,443,true,LAX,North America,Los Angeles,176,3.51
5.10.244.245,443,true,LAX,North America,Los Angeles,264,3.51
31.12.75.71,443,true,LAX,North America,Los Angeles,186,3.51
45.131.209.46,443,true,LAX,North America,Los Angeles,180,3.51
5.10.246.63,443,true,LAX,North America,Los Angeles,178,3.51
135.84.74.47,443,true,LAX,North America,Los Angeles,179,3.51
5.10.245.248,443,true,LAX,North America,Los Angeles,178,3.50
5.10.245.2,443,true,LAX,North America,Los Angeles,175,3.50
130.250.137.40,443,true,LAX,North America,Los Angeles,167,3.50
45.131.208.253,443,true,LAX,North America,Los Angeles,177,3.50
108.162.194.78,443,true,LAX,North America,Los Angeles,177,3.50
5.10.244.46,443,true,LAX,North America,Los Angeles,186,3.49
5.10.246.33,443,true,LAX,North America,Los Angeles,184,3.49
5.10.246.187,443,true,LAX,North America,Los Angeles,188,3.49
130.250.137.37,443,true,LAX,North America,Los Angeles,180,3.49
5.10.244.74,443,true,LAX,North America,Los Angeles,185,3.49
45.131.208.32,443,true,LAX,North America,Los Angeles,176,3.48
5.10.247.90,443,true,LAX,North America,Los Angeles,184,3.48
5.10.246.49,443,true,LAX,North America,Los Angeles,187,3.48
5.10.244.166,443,true,LAX,North America,Los Angeles,179,3.48
5.10.246.173,443,true,LAX,North America,Los Angeles,176,3.48
45.202.113.210,443,true,LAX,North America,Los Angeles,242,3.48
45.131.208.216,443,true,LAX,North America,Los Angeles,195,3.48
5.10.246.160,443,true,LAX,North America,Los Angeles,182,3.48
5.10.244.114,443,true,LAX,North America,Los Angeles,176,3.47
108.162.194.31,443,true,LAX,North America,Los Angeles,184,3.47
135.84.75.16,443,true,LAX,North America,Los Angeles,168,3.47
45.202.113.127,443,true,LAX,North America,Los Angeles,185,3.47
45.202.113.30,443,true,LAX,North America,Los Angeles,185,3.47
45.131.208.162,443,true,LAX,North America,Los Angeles,183,3.47
45.131.210.185,443,true,LAX,North America,Los Angeles,193,3.47
5.10.244.161,443,true,LAX,North America,Los Angeles,177,3.47
45.202.113.145,443,true,LAX,North America,Los Angeles,180,3.47
5.10.244.78,443,true,LAX,North America,Los Angeles,184,3.46
5.10.246.202,443,true,LAX,North America,Los Angeles,178,3.46
108.162.194.69,443,true,LAX,North America,Los Angeles,187,3.46
45.131.208.67,443,true,LAX,North America,Los Angeles,181,3.46
45.131.209.124,443,true,LAX,North America,Los Angeles,262,3.46
108.162.194.177,443,true,LAX,North America,Los Angeles,179,3.46
5.10.244.117,443,true,LAX,North America,Los Angeles,180,3.46
5.10.244.252,443,true,LAX,North America,Los Angeles,189,3.46
45.131.208.221,443,true,LAX,North America,Los Angeles,188,3.46
5.10.244.184,443,true,LAX,North America,Los Angeles,185,3.45
45.202.113.26,443,true,LAX,North America,Los Angeles,187,3.45
5.10.246.150,443,true,LAX,North America,Los Angeles,185,3.45
45.131.209.161,443,true,LAX,North America,Los Angeles,181,3.45
45.202.113.73,443,true,LAX,North America,Los Angeles,1193,3.45
45.131.209.21,443,true,LAX,North America,Los Angeles,177,3.45
45.131.209.60,443,true,LAX,North America,Los Angeles,189,3.44
135.84.73.49,443,true,LAX,North America,Los Angeles,186,3.44
135.84.73.24,443,true,LAX,North America,Los Angeles,176,3.44
45.131.208.229,443,true,LAX,North America,Los Angeles,171,3.44
45.131.209.15,443,true,LAX,North America,Los Angeles,188,3.44
45.202.113.0,443,true,LAX,North America,Los Angeles,189,3.44
5.10.244.17,443,true,LAX,North America,Los Angeles,192,3.44
45.131.211.153,443,true,LAX,North America,Los Angeles,177,3.44
45.131.210.249,443,true,LAX,North America,Los Angeles,187,3.44
45.202.113.231,443,true,LAX,North America,Los Angeles,191,3.44
135.84.73.146,443,true,LAX,North America,Los Angeles,176,3.44
45.131.210.116,443,true,LAX,North America,Los Angeles,185,3.44
5.10.247.42,443,true,LAX,North America,Los Angeles,220,3.44
5.10.244.171,443,true,LAX,North America,Los Angeles,186,3.44
108.162.194.102,443,true,LAX,North America,Los Angeles,187,3.44
45.131.211.36,443,true,LAX,North America,Los Angeles,182,3.44
108.162.194.50,443,true,LAX,North America,Los Angeles,175,3.43
108.162.194.109,443,true,LAX,North America,Los Angeles,176,3.43
45.202.113.153,443,true,LAX,North America,Los Angeles,170,3.43
45.131.209.67,443,true,LAX,North America,Los Angeles,173,3.43
5.10.245.176,443,true,LAX,North America,Los Angeles,176,3.43
45.131.209.105,443,true,LAX,North America,Los Angeles,250,3.42
5.10.244.168,443,true,LAX,North America,Los Angeles,174,3.42
5.10.245.23,443,true,LAX,North America,Los Angeles,176,3.42
130.250.137.56,443,true,LAX,North America,Los Angeles,174,3.42
45.202.113.241,443,true,LAX,North America,Los Angeles,256,3.42
31.12.75.62,443,true,LAX,North America,Los Angeles,178,3.42
45.202.113.170,443,true,LAX,North America,Los Angeles,179,3.42
45.131.209.159,443,true,LAX,North America,Los Angeles,185,3.42
5.10.244.243,443,true,LAX,North America,Los Angeles,183,3.41
5.10.244.63,443,true,LAX,North America,Los Angeles,251,3.41
135.84.74.202,443,true,LAX,North America,Los Angeles,179,3.41
5.10.247.39,443,true,LAX,North America,Los Angeles,213,3.41
108.162.194.111,443,true,LAX,North America,Los Angeles,190,3.41
5.10.246.107,443,true,LAX,North America,Los Angeles,187,3.41
108.162.194.5,443,true,LAX,North America,Los Angeles,185,3.40
45.131.208.252,443,true,LAX,North America,Los Angeles,182,3.40
5.10.246.124,443,true,LAX,North America,Los Angeles,179,3.40
130.250.137.57,443,true,LAX,North America,Los Angeles,190,3.40
45.202.113.138,443,true,LAX,North America,Los Angeles,184,3.40
45.131.208.161,443,true,LAX,North America,Los Angeles,175,3.40
45.131.208.169,443,true,LAX,North America,Los Angeles,171,3.40
45.131.209.110,443,true,LAX,North America,Los Angeles,215,3.40
45.131.208.130,443,true,LAX,North America,Los Angeles,171,3.40
45.131.211.13,443,true,LAX,North America,Los Angeles,177,3.39
5.10.246.46,443,true,LAX,North America,Los Angeles,184,3.39
5.10.247.73,443,true,LAX,North America,Los Angeles,175,3.39
45.131.208.191,443,true,LAX,North America,Los Angeles,185,3.39
45.131.208.220,443,true,LAX,North America,Los Angeles,192,3.39
5.10.247.238,443,true,LAX,North America,Los Angeles,163,3.39
135.84.72.86,443,true,LAX,North America,Los Angeles,174,3.39
5.10.247.30,443,true,LAX,North America,Los Angeles,215,3.39
5.10.246.197,443,true,LAX,North America,Los Angeles,185,3.39
5.10.244.4,443,true,LAX,North America,Los Angeles,173,3.39
45.131.208.247,443,true,LAX,North America,Los Angeles,171,3.39
45.202.113.39,443,true,LAX,North America,Los Angeles,173,3.38
5.10.245.8,443,true,LAX,North America,Los Angeles,259,3.38
5.10.247.125,443,true,LAX,North America,Los Angeles,183,3.38
108.162.194.23,443,true,LAX,North America,Los Angeles,248,3.37
5.10.246.193,443,true,LAX,North America,Los Angeles,178,3.37
108.162.194.217,443,true,LAX,North America,Los Angeles,189,3.37
135.84.74.207,443,true,LAX,North America,Los Angeles,173,3.36
45.202.113.78,443,true,LAX,North America,Los Angeles,190,3.36
5.10.247.45,443,true,LAX,North America,Los Angeles,215,3.36
5.10.244.37,443,true,LAX,North America,Los Angeles,180,3.36
108.162.194.73,443,true,LAX,North America,Los Angeles,216,3.36
45.131.209.75,443,true,LAX,North America,Los Angeles,206,3.36
45.131.208.164,443,true,LAX,North America,Los Angeles,180,3.36
5.10.245.99,443,true,LAX,North America,Los Angeles,178,3.36
5.10.246.179,443,true,LAX,North America,Los Angeles,183,3.36
45.202.113.109,443,true,LAX,North America,Los Angeles,189,3.35
45.131.210.3,443,true,LAX,North America,Los Angeles,197,3.35
5.10.246.13,443,true,LAX,North America,Los Angeles,189,3.35
45.131.211.141,443,true,LAX,North America,Los Angeles,184,3.35
45.131.210.8,443,true,LAX,North America,Los Angeles,182,3.35
45.131.210.49,443,true,LAX,North America,Los Angeles,187,3.35
5.10.246.224,443,true,LAX,North America,Los Angeles,182,3.35
5.10.244.22,443,true,LAX,North America,Los Angeles,194,3.34
108.162.194.108,443,true,LAX,North America,Los Angeles,189,3.34
45.131.211.186,443,true,LAX,North America,Los Angeles,185,3.34
5.10.244.102,443,true,LAX,North America,Los Angeles,185,3.34
5.10.246.60,443,true,LAX,North America,Los Angeles,176,3.34
45.131.210.62,443,true,LAX,North America,Los Angeles,246,3.34
5.10.245.137,443,true,LAX,North America,Los Angeles,187,3.34
5.10.247.22,443,true,LAX,North America,Los Angeles,196,3.34
5.10.244.0,443,true,LAX,North America,Los Angeles,175,3.33
45.131.209.23,443,true,LAX,North America,Los Angeles,169,3.33
45.202.113.47,443,true,LAX,North America,Los Angeles,233,3.33
45.202.113.60,443,true,LAX,North America,Los Angeles,186,3.33
45.131.208.235,443,true,LAX,North America,Los Angeles,174,3.33
108.162.194.114,443,true,LAX,North America,Los Angeles,198,3.33
5.10.246.89,443,true,LAX,North America,Los Angeles,190,3.33
108.162.194.158,443,true,LAX,North America,Los Angeles,180,3.33
135.84.72.25,443,true,LAX,North America,Los Angeles,184,3.33
135.84.74.199,443,true,LAX,North America,Los Angeles,186,3.33
5.10.244.209,443,true,LAX,North America,Los Angeles,174,3.32
45.202.113.114,443,true,LAX,North America,Los Angeles,184,3.32
5.10.247.12,443,true,LAX,North America,Los Angeles,196,3.32
45.202.113.150,443,true,LAX,North America,Los Angeles,183,3.32
5.10.247.133,443,true,LAX,North America,Los Angeles,174,3.31
45.131.210.20,443,true,LAX,North America,Los Angeles,179,3.31
45.131.208.209,443,true,LAX,North America,Los Angeles,185,3.31
45.131.208.89,443,true,LAX,North America,Los Angeles,184,3.31
135.84.73.194,443,true,LAX,North America,Los Angeles,195,3.31
45.131.210.61,443,true,LAX,North America,Los Angeles,162,3.31
107.173.87.103,443,true,SJC,North America,San Jose,168,3.31
45.131.210.221,443,true,LAX,North America,Los Angeles,186,3.31
5.10.247.55,443,true,LAX,North America,Los Angeles,175,3.30
108.162.194.76,443,true,LAX,North America,Los Angeles,187,3.30
130.250.137.237,443,true,LAX,North America,Los Angeles,182,3.30
5.10.245.152,443,true,LAX,North America,Los Angeles,164,3.30
45.131.211.1,443,true,LAX,North America,Los Angeles,185,3.30
5.10.246.166,443,true,LAX,North America,Los Angeles,190,3.30
5.10.245.108,443,true,LAX,North America,Los Angeles,173,3.30
45.202.113.141,443,true,LAX,North America,Los Angeles,181,3.30
5.10.246.231,443,true,LAX,North America,Los Angeles,188,3.30
45.202.113.144,443,true,LAX,North America,Los Angeles,175,3.30
5.10.245.98,443,true,LAX,North America,Los Angeles,175,3.30
45.131.210.179,443,true,LAX,North America,Los Angeles,171,3.29
5.10.244.82,443,true,LAX,North America,Los Angeles,176,3.29
135.84.74.251,443,true,LAX,North America,Los Angeles,173,3.29
45.202.113.102,443,true,LAX,North America,Los Angeles,179,3.29
45.202.113.62,443,true,LAX,North America,Los Angeles,179,3.29
108.162.194.54,443,true,LAX,North America,Los Angeles,247,3.29
5.10.245.7,443,true,LAX,North America,Los Angeles,170,3.29
5.10.244.67,443,true,LAX,North America,Los Angeles,227,3.29
45.202.113.237,443,true,LAX,North America,Los Angeles,182,3.29
5.10.246.39,443,true,LAX,North America,Los Angeles,195,3.29
5.10.244.125,443,true,LAX,North America,Los Angeles,185,3.28
5.10.246.76,443,true,LAX,North America,Los Angeles,166,3.28
5.10.245.250,443,true,LAX,North America,Los Angeles,181,3.28
5.10.244.79,443,true,LAX,North America,Los Angeles,188,3.28
5.10.246.251,443,true,LAX,North America,Los Angeles,185,3.28
45.202.113.135,443,true,LAX,North America,Los Angeles,179,3.28
108.162.194.47,443,true,LAX,North America,Los Angeles,188,3.28
45.131.209.231,443,true,LAX,North America,Los Angeles,266,3.28
5.10.244.217,443,true,LAX,North America,Los Angeles,185,3.28
45.202.113.134,443,true,LAX,North America,Los Angeles,186,3.28
108.162.194.70,443,true,LAX,North America,Los Angeles,257,3.28
5.10.246.214,443,true,LAX,North America,Los Angeles,183,3.28
135.84.72.115,443,true,LAX,North America,Los Angeles,191,3.28
45.202.113.72,443,true,LAX,North America,Los Angeles,233,3.28
45.202.113.245,443,true,LAX,North America,Los Angeles,179,3.28
5.10.245.253,443,true,LAX,North America,Los Angeles,185,3.28
45.131.208.218,443,true,LAX,North America,Los Angeles,1179,3.27
5.10.246.243,443,true,LAX,North America,Los Angeles,190,3.27
45.202.113.142,443,true,LAX,North America,Los Angeles,183,3.27
5.10.244.11,443,true,LAX,North America,Los Angeles,186,3.27
45.131.209.155,443,true,LAX,North America,Los Angeles,181,3.27
5.10.244.189,443,true,LAX,North America,Los Angeles,180,3.27
5.10.246.153,443,true,LAX,North America,Los Angeles,182,3.27
5.10.246.21,443,true,LAX,North America,Los Angeles,179,3.27
45.202.113.14,443,true,LAX,North America,Los Angeles,187,3.27
45.131.208.204,443,true,LAX,North America,Los Angeles,192,3.26
45.131.209.253,443,true,LAX,North America,Los Angeles,255,3.26
45.131.211.80,443,true,LAX,North America,Los Angeles,175,3.26
5.10.246.228,443,true,LAX,North America,Los Angeles,184,3.26
45.202.113.34,443,true,LAX,North America,Los Angeles,184,3.26
5.10.245.9,443,true,LAX,North America,Los Angeles,183,3.26
130.250.137.72,443,true,LAX,North America,Los Angeles,168,3.26
5.10.246.206,443,true,LAX,North America,Los Angeles,182,3.26
31.12.75.165,443,true,LAX,North America,Los Angeles,178,3.26
45.131.208.20,443,true,LAX,North America,Los Angeles,188,3.26
135.84.72.40,443,true,LAX,North America,Los Angeles,192,3.26
130.250.137.95,443,true,LAX,North America,Los Angeles,179,3.25
135.84.75.131,443,true,LAX,North America,Los Angeles,186,3.25
45.131.210.2,443,true,LAX,North America,Los Angeles,259,3.25
5.10.244.144,443,true,LAX,North America,Los Angeles,178,3.25
45.131.208.69,443,true,LAX,North America,Los Angeles,178,3.25
45.131.208.240,443,true,LAX,North America,Los Angeles,180,3.25
45.202.113.84,443,true,LAX,North America,Los Angeles,172,3.25
130.250.137.30,443,true,LAX,North America,Los Angeles,194,3.25
45.131.211.149,443,true,LAX,North America,Los Angeles,1281,3.25
5.10.245.26,443,true,LAX,North America,Los Angeles,182,3.25
130.250.137.211,443,true,LAX,North America,Los Angeles,172,3.24
135.84.75.63,443,true,LAX,North America,Los Angeles,176,3.24
108.162.194.156,443,true,LAX,North America,Los Angeles,185,3.24
5.10.246.24,443,true,LAX,North America,Los Angeles,169,3.24
5.10.245.164,443,true,LAX,North America,Los Angeles,168,3.24
5.10.247.82,443,true,LAX,North America,Los Angeles,176,3.24
135.84.64.163,443,true,LAX,North America,Los Angeles,186,3.24
5.10.246.146,443,true,LAX,North America,Los Angeles,252,3.24
5.10.246.121,443,true,LAX,North America,Los Angeles,184,3.24
5.10.244.174,443,true,LAX,North America,Los Angeles,182,3.24
45.131.209.1,443,true,LAX,North America,Los Angeles,183,3.24
45.131.211.112,443,true,LAX,North America,Los Angeles,179,3.24
5.10.244.246,443,true,LAX,North America,Los Angeles,175,3.24
5.10.246.195,443,true,LAX,North America,Los Angeles,186,3.24
5.10.244.49,443,true,LAX,North America,Los Angeles,178,3.24
108.162.194.135,443,true,LAX,North America,Los Angeles,175,3.23
45.131.209.54,443,true,LAX,North America,Los Angeles,187,3.23
5.10.244.16,443,true,LAX,North America,Los Angeles,174,3.23
5.10.244.208,443,true,LAX,North America,Los Angeles,191,3.23
5.10.246.170,443,true,LAX,North America,Los Angeles,188,3.23
5.10.247.38,443,true,LAX,North America,Los Angeles,223,3.23
45.131.209.195,443,true,LAX,North America,Los Angeles,265,3.23
5.10.244.160,443,true,LAX,North America,Los Angeles,192,3.23
5.10.244.73,443,true,LAX,North America,Los Angeles,173,3.23
135.84.75.116,443,true,LAX,North America,Los Angeles,182,3.23
31.12.75.82,443,true,LAX,North America,Los Angeles,181,3.23
31.12.75.181,443,true,LAX,North America,Los Angeles,174,3.22
5.10.244.86,443,true,LAX,North America,Los Angeles,187,3.22
5.10.245.221,443,true,LAX,North America,Los Angeles,260,3.22
45.131.208.246,443,true,LAX,North America,Los Angeles,169,3.22
45.202.113.76,443,true,LAX,North America,Los Angeles,257,3.22
