IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
217.142.138.20,443,443,true,ICN,Asia Pacific,KR,Seoul,238,5.51
158.180.91.132,443,443,true,SIN,Asia Pacific,SG,Singapore,208,5.51
152.67.139.4,443,443,true,FRA,Europe,DE,Frankfurt,345,5.51
131.186.27.112,2096,443,true,ICN,Asia Pacific,KR,Seoul,229,5.50
152.70.166.245,443,443,true,FRA,Europe,DE,Frankfurt,325,5.48
141.148.234.96,443,443,true,FRA,Europe,DE,Frankfurt,249,5.48
130.162.213.82,443,443,true,FRA,Europe,DE,Frankfurt,330,5.47
144.21.57.133,443,443,true,FRA,Europe,DE,Frankfurt,308,5.46
143.47.182.93,443,443,true,FRA,Europe,DE,Frankfurt,298,5.46
141.144.202.251,443,443,true,FRA,Europe,DE,Frankfurt,252,5.44
193.123.56.137,443,443,true,FRA,Europe,DE,Frankfurt,359,5.44
141.148.242.4,443,443,true,FRA,Europe,DE,Frankfurt,298,5.40
143.47.255.206,443,443,true,FRA,Europe,DE,Frankfurt,250,5.37
146.56.176.143,443,443,true,ICN,Asia Pacific,KR,Seoul,126,5.34
193.123.35.188,443,443,true,FRA,Europe,DE,Frankfurt,327,5.33
152.70.42.9,443,443,true,FRA,Europe,DE,Frankfurt,354,5.32
132.226.231.201,443,443,true,SIN,Asia Pacific,SG,Singapore,227,5.31
152.69.171.12,443,443,true,SYD,Oceania,AU,Sydney,211,5.30
141.147.94.250,443,443,true,FRA,Europe,DE,Frankfurt,300,5.29
217.142.128.252,443,443,true,ICN,Asia Pacific,KR,Seoul,334,5.28
84.235.174.105,443,443,true,FRA,Europe,DE,Frankfurt,390,5.28
141.147.104.33,443,443,true,FRA,Europe,DE,Frankfurt,265,5.26
138.3.215.28,443,443,true,SJC,North America,US,San Jose,380,5.26
144.24.73.232,443,443,true,ICN,Asia Pacific,KR,Seoul,253,5.26
130.162.170.242,443,443,true,FRA,Europe,DE,Frankfurt,309,5.25
131.186.17.132,443,443,true,ICN,Asia Pacific,KR,Seoul,98,5.24
143.47.230.45,443,443,true,FRA,Europe,DE,Frankfurt,291,5.24
217.142.243.226,443,443,true,KIX,Asia Pacific,JP,Osaka,237,5.23
140.84.179.114,443,443,true,DFW,North America,US,Dallas,402,5.23
138.2.178.252,443,443,true,FRA,Europe,DE,Frankfurt,441,5.21
141.147.96.178,443,443,true,FRA,Europe,DE,Frankfurt,339,5.16
129.159.22.4,443,443,true,MAA,Asia Pacific,IN,Chennai,50,5.14
141.147.44.72,443,443,true,FRA,Europe,DE,Frankfurt,280,5.14
141.148.236.114,443,443,true,FRA,Europe,DE,Frankfurt,245,5.14
141.147.27.187,443,443,true,FRA,Europe,DE,Frankfurt,392,5.14
141.148.227.19,443,443,true,AMS,Europe,NL,Amsterdam,258,5.13
79.76.125.254,443,443,true,FRA,Europe,DE,Frankfurt,270,5.11
131.186.30.44,2053,443,true,ICN,Asia Pacific,KR,Seoul,185,5.11
79.76.109.173,443,443,true,FRA,Europe,DE,Frankfurt,202,5.11
141.148.3.164,443,443,true,IAD,North America,US,Ashburn,413,5.10
79.72.89.31,443,443,true,FRA,Europe,DE,Frankfurt,360,5.09
152.70.17.40,443,443,true,FRA,Europe,DE,Frankfurt,326,5.06
158.178.148.200,443,443,true,FRA,Europe,DE,Frankfurt,291,5.06
152.70.155.147,2096,2096,true,LAX,North America,US,Los Angeles,340,5.04
141.148.241.101,443,443,true,FRA,Europe,DE,Frankfurt,284,5.02
141.147.27.145,443,443,true,FRA,Europe,DE,Frankfurt,399,5.02
89.168.43.28,443,443,true,CDG,Europe,FR,Paris,330,5.01
141.147.101.36,443,443,true,FRA,Europe,DE,Frankfurt,262,5.01
141.148.237.44,443,443,true,FRA,Europe,DE,Frankfurt,326,5.01
129.154.59.99,443,443,true,ICN,Asia Pacific,KR,Seoul,213,5.01
152.70.52.215,443,443,true,AMS,Europe,NL,Amsterdam,408,4.99
158.101.141.78,443,443,true,NRT,Asia Pacific,JP,Tokyo,231,4.99
84.235.174.30,443,443,true,FRA,Europe,DE,Frankfurt,310,4.95
141.148.247.71,443,443,true,FRA,Europe,DE,Frankfurt,287,4.92
141.147.67.12,443,443,true,FRA,Europe,DE,Frankfurt,330,4.91
143.47.182.8,443,443,true,FRA,Europe,DE,Frankfurt,222,4.90
140.238.212.95,443,443,true,MXP,Europe,IT,Milan,301,4.84
130.162.177.42,443,443,true,FRA,Europe,DE,Frankfurt,365,4.83
168.138.46.67,443,443,true,KIX,Asia Pacific,JP,Osaka,215,4.82
84.235.161.144,443,443,true,FRA,Europe,DE,Frankfurt,304,4.80
130.61.107.238,8443,443,true,FRA,Europe,DE,Frankfurt,333,4.79
143.47.252.138,443,443,true,FRA,Europe,DE,Frankfurt,301,4.78
130.162.219.27,443,443,true,FRA,Europe,DE,Frankfurt,330,4.77
79.72.83.210,443,443,true,FRA,Europe,DE,Frankfurt,190,4.73
79.76.104.231,443,443,true,FRA,Europe,DE,Frankfurt,330,4.72
130.162.212.27,443,443,true,FRA,Europe,DE,Frankfurt,317,4.71
138.2.154.54,443,443,true,FRA,Europe,DE,Frankfurt,316,4.71
132.226.197.28,443,443,true,FRA,Europe,DE,Frankfurt,275,4.68
141.147.86.243,443,443,true,FRA,Europe,DE,Frankfurt,168,4.67
84.235.169.12,443,443,true,FRA,Europe,DE,Frankfurt,335,4.66
140.238.212.95,443,443,true,MXP,Europe,IT,Milan,346,4.66
129.146.171.186,8443,443,true,LAX,North America,US,Los Angeles,231,4.62
129.159.34.122,443,443,true,SJC,North America,US,San Jose,211,4.60
150.230.146.170,2053,443,true,FRA,Europe,DE,Frankfurt,300,4.56
143.47.188.197,443,443,true,FRA,Europe,DE,Frankfurt,213,4.55
138.2.18.82,8880,443,true,NRT,Asia Pacific,JP,Tokyo,256,4.55
130.162.162.62,443,443,true,FRA,Europe,DE,Frankfurt,336,4.55
152.70.49.216,443,443,true,FRA,Europe,DE,Frankfurt,202,4.55
79.72.89.142,443,443,true,FRA,Europe,DE,Frankfurt,252,4.54
155.248.196.123,443,443,true,YVR,North America,CA,Vancouver,185,4.54
130.162.43.48,443,443,true,FRA,Europe,DE,Frankfurt,383,4.54
130.162.166.245,443,443,true,FRA,Europe,DE,Frankfurt,371,4.52
79.72.75.248,443,443,true,FRA,Europe,DE,Frankfurt,291,4.52
152.67.231.219,443,443,true,SJC,North America,US,San Jose,343,4.51
144.24.200.164,443,443,true,MRS,Europe,FR,Marseille,335,4.50
129.159.132.0,2053,443,true,TLV,Middle East,IL,Tel Aviv,505,4.49
141.147.119.43,443,443,true,FRA,Europe,DE,Frankfurt,266,4.49
158.178.144.250,443,443,true,FRA,Europe,DE,Frankfurt,311,4.48
158.179.171.53,443,443,true,ICN,Asia Pacific,KR,Seoul,193,4.46
89.168.122.129,443,443,true,FRA,Europe,DE,Frankfurt,413,4.45
158.180.22.148,443,443,true,FRA,Europe,DE,Frankfurt,266,4.44
143.47.243.144,8443,443,true,LHR,Europe,GB,London,242,4.43
130.162.177.5,443,443,true,FRA,Europe,DE,Frankfurt,362,4.40
150.136.240.243,443,443,true,IAD,North America,US,Ashburn,350,4.36
168.138.209.31,443,443,true,NRT,Asia Pacific,JP,Tokyo,89,4.35
130.162.227.43,443,443,true,FRA,Europe,DE,Frankfurt,345,4.31
141.148.232.160,443,443,true,AMS,Europe,NL,Amsterdam,226,4.31
130.162.243.84,443,443,true,FRA,Europe,DE,Frankfurt,276,4.30
158.180.48.117,443,443,true,FRA,Europe,DE,Frankfurt,337,4.29
144.21.63.162,443,443,true,FRA,Europe,DE,Frankfurt,188,4.29
144.24.20.92,8443,443,true,LAX,North America,US,Los Angeles,203,4.26
130.162.224.28,443,443,true,FRA,Europe,DE,Frankfurt,383,4.26
141.145.217.226,443,443,true,CDG,Europe,FR,Paris,289,4.25
89.168.76.40,443,443,true,FRA,Europe,DE,Frankfurt,358,4.23
131.186.25.156,2087,2096,true,ICN,Asia Pacific,KR,Seoul,285,4.22
130.162.182.135,443,443,true,FRA,Europe,DE,Frankfurt,270,4.18
141.147.99.45,443,443,true,FRA,Europe,DE,Frankfurt,302,4.15
158.180.56.100,443,443,true,FRA,Europe,DE,Frankfurt,261,4.15
151.145.39.237,443,443,true,YYZ,North America,CA,Toronto,455,4.15
130.162.244.103,443,443,true,FRA,Europe,DE,Frankfurt,396,4.12
129.159.194.174,443,443,true,SJC,North America,US,San Jose,238,4.11
40.233.70.7,8443,443,true,YYZ,North America,CA,Toronto,484,4.11
138.2.191.72,443,443,true,FRA,Europe,DE,Frankfurt,473,4.07
84.8.156.133,443,443,true,FRA,Europe,DE,Frankfurt,227,4.05
152.70.155.147,443,443,true,LAX,North America,US,Los Angeles,433,4.05
152.70.58.17,443,443,true,FRA,Europe,DE,Frankfurt,343,4.04
143.47.183.154,443,443,true,FRA,Europe,DE,Frankfurt,303,4.04
129.146.254.39,443,443,true,LAX,North America,US,Los Angeles,364,4.03
130.162.230.89,443,443,true,FRA,Europe,DE,Frankfurt,356,4.03
144.21.61.67,443,443,true,FRA,Europe,DE,Frankfurt,312,4.01
158.180.37.84,443,443,true,FRA,Europe,DE,Frankfurt,294,4.01
129.146.168.102,443,443,true,LAX,North America,US,Los Angeles,356,4.00
79.72.80.2,443,443,true,FRA,Europe,DE,Frankfurt,351,4.00
132.145.67.23,443,443,true,FRA,Europe,DE,Frankfurt,303,4.00
141.147.147.180,443,443,true,KIX,Asia Pacific,JP,Osaka,79,3.99
141.148.246.145,443,443,true,FRA,Europe,DE,Frankfurt,346,3.98
158.180.82.203,8443,443,true,ICN,Asia Pacific,KR,Seoul,194,3.96
141.147.111.247,443,443,true,FRA,Europe,DE,Frankfurt,240,3.95
130.162.230.9,443,443,true,FRA,Europe,DE,Frankfurt,401,3.94
141.148.244.238,443,443,true,FRA,Europe,DE,Frankfurt,261,3.94
138.2.169.49,443,443,true,FRA,Europe,DE,Frankfurt,470,3.94
130.162.62.227,443,443,true,FRA,Europe,DE,Frankfurt,326,3.93
132.145.54.84,2053,443,true,LHR,Europe,GB,London,355,3.92
79.72.95.207,443,443,true,FRA,Europe,DE,Frankfurt,227,3.91
84.8.148.113,443,443,true,FRA,Europe,DE,Frankfurt,336,3.91
152.70.155.147,2087,2087,true,LAX,North America,US,Los Angeles,389,3.90
152.70.59.90,8443,443,true,AMS,Europe,NL,Amsterdam,345,3.89
158.180.65.145,443,443,true,ICN,Asia Pacific,KR,Seoul,279,3.88
84.235.163.238,443,443,true,FRA,Europe,DE,Frankfurt,282,3.87
129.151.198.3,8443,443,true,ARN,Europe,SE,Stockholm,375,3.86
143.47.238.182,443,443,true,FRA,Europe,DE,Frankfurt,281,3.86
144.21.34.127,443,443,true,FRA,Europe,DE,Frankfurt,319,3.84
158.101.223.210,443,443,true,FRA,Europe,DE,Frankfurt,335,3.82
89.168.127.81,443,443,true,FRA,Europe,DE,Frankfurt,315,3.81
158.180.15.232,443,443,true,FRA,Europe,DE,Frankfurt,277,3.80
143.47.242.208,443,443,true,FRA,Europe,DE,Frankfurt,373,3.76
79.76.96.204,443,443,true,FRA,Europe,DE,Frankfurt,225,3.76
143.47.182.12,443,443,true,FRA,Europe,DE,Frankfurt,308,3.75
141.148.236.187,443,443,true,FRA,Europe,DE,Frankfurt,361,3.74
130.162.174.110,443,443,true,FRA,Europe,DE,Frankfurt,349,3.72
152.70.57.182,443,443,true,AMS,Europe,NL,Amsterdam,359,3.70
84.235.175.52,443,443,true,FRA,Europe,DE,Frankfurt,186,3.69
158.180.18.113,443,443,true,FRA,Europe,DE,Frankfurt,263,3.69
79.72.81.27,443,443,true,FRA,Europe,DE,Frankfurt,362,3.67
79.76.115.23,443,443,true,FRA,Europe,DE,Frankfurt,334,3.66
152.70.164.14,443,443,true,FRA,Europe,DE,Frankfurt,328,3.61
193.122.58.158,443,443,true,FRA,Europe,DE,Frankfurt,350,3.60
158.180.50.61,443,443,true,FRA,Europe,DE,Frankfurt,317,3.59
158.180.22.205,443,443,true,FRA,Europe,DE,Frankfurt,297,3.58
141.148.229.106,443,443,true,AMS,Europe,NL,Amsterdam,317,3.58
141.147.85.167,8443,443,true,LHR,Europe,GB,London,240,3.56
141.147.75.124,443,443,true,FRA,Europe,DE,Frankfurt,254,3.54
144.21.34.70,443,443,true,FRA,Europe,DE,Frankfurt,310,3.53
79.76.102.11,443,443,true,FRA,Europe,DE,Frankfurt,342,3.53
79.72.89.199,443,443,true,FRA,Europe,DE,Frankfurt,336,3.53
193.123.34.6,443,443,true,FRA,Europe,DE,Frankfurt,330,3.51
143.47.225.169,443,443,true,FRA,Europe,DE,Frankfurt,277,3.49
129.159.241.172,443,443,true,FRA,Europe,DE,Frankfurt,240,3.49
79.72.93.112,443,443,true,FRA,Europe,DE,Frankfurt,399,3.47
141.147.1.30,443,443,true,FRA,Europe,DE,Frankfurt,318,3.47
130.162.228.90,443,443,true,FRA,Europe,DE,Frankfurt,289,3.46
158.178.206.197,2053,443,true,CDG,Europe,FR,Paris,300,3.43
146.56.101.141,443,443,true,ICN,Asia Pacific,KR,Seoul,183,3.41
132.226.192.86,443,443,true,FRA,Europe,DE,Frankfurt,369,3.36
158.180.12.136,443,443,true,FRA,Europe,DE,Frankfurt,346,3.33
158.101.205.161,443,443,true,FRA,Europe,DE,Frankfurt,371,3.32
141.147.78.121,443,443,true,FRA,Europe,DE,Frankfurt,315,3.29
129.158.198.241,8443,443,true,IAD,North America,US,Ashburn,412,3.29
152.70.57.239,443,443,true,FRA,Europe,DE,Frankfurt,311,3.27
79.72.94.111,443,443,true,FRA,Europe,DE,Frankfurt,288,3.24
158.180.13.149,443,443,true,FRA,Europe,DE,Frankfurt,372,3.23
79.76.118.15,443,443,true,FRA,Europe,DE,Frankfurt,315,3.23
143.47.234.146,443,443,true,FRA,Europe,DE,Frankfurt,226,3.21
158.180.73.137,443,443,true,SIN,Asia Pacific,SG,Singapore,238,3.20
143.47.188.227,443,443,true,FRA,Europe,DE,Frankfurt,362,3.19
158.180.228.226,443,443,true,MXP,Europe,IT,Milan,409,3.19
158.180.60.222,443,443,true,FRA,Europe,DE,Frankfurt,312,3.19
129.80.198.24,443,443,true,IAD,North America,US,Ashburn,442,3.17
193.122.107.147,443,443,true,ICN,Asia Pacific,KR,Seoul,208,3.15
141.147.75.27,443,443,true,FRA,Europe,DE,Frankfurt,277,3.12
132.226.193.78,443,443,true,FRA,Europe,DE,Frankfurt,331,3.11
132.226.12.124,443,443,true,SIN,Asia Pacific,SG,Singapore,166,3.10
193.123.63.36,443,443,true,FRA,Europe,DE,Frankfurt,360,3.09
150.230.20.156,2053,443,true,AMS,Europe,NL,Amsterdam,296,3.08
158.101.205.93,443,443,true,FRA,Europe,DE,Frankfurt,314,3.06
79.72.68.64,443,443,true,FRA,Europe,DE,Frankfurt,295,3.06
158.180.89.73,443,443,true,ICN,Asia Pacific,KR,Seoul,199,3.04
144.21.33.160,443,443,true,FRA,Europe,DE,Frankfurt,366,3.01
141.148.242.113,8443,443,true,AMS,Europe,NL,Amsterdam,309,3.00
193.123.62.151,443,443,true,FRA,Europe,DE,Frankfurt,384,3.00

